campaign_id,date,platform,ad_type,target_audience,ad_spend,impressions,clicks,conversions,revenue,cpm,ctr,cvr,cpc,cpa,roas,hour,time_period
CMP_20240308_018,2024-03-08,Xigua,Video Ad,46-55 User,29236.12,1716957,45744,4391,2382224.85,17.03,0.0266,0.096,0.64,6.66,81.48,19,evening
CMP_20240309_001,2024-03-09,Douyin,Video Ad,26-35 Male,40649.77,1347688,69469,4983,2100257.22,30.16,0.0515,0.0717,0.59,8.16,51.67,23,evening
CMP_20240309_002,2024-03-09,Xigua,Video Ad,55+ User,4646.2,210617,5706,892,297364.85,22.06,0.0271,0.1563,0.81,5.21,64.0,7,morning
CMP_20240309_003,2024-03-09,Douyin,Video Ad,26-35 Male,41140.59,1748172,81577,10020,2834893.75,23.53,0.0467,0.1228,0.5,4.11,68.91,12,afternoon
CMP_20240309_004,2024-03-09,Xigua,Brand Ad,18-25 Male,7444.01,468134,13063,1005,239182.3,15.9,0.0279,0.0769,0.57,7.41,32.13,14,afternoon
CMP_20240309_005,2024-03-09,Xigua,In-feed Ad,46-55 User,28666.67,1808296,31519,2570,1086988.29,15.85,0.0174,0.0815,0.91,11.15,37.92,10,morning
CMP_20240309_006,2024-03-09,Xigua,Splash Ad,36-45 Male,25116.35,1344608,33087,3936,1989727.11,18.68,0.0246,0.119,0.76,6.38,79.22,4,late night
CMP_20240309_007,2024-03-09,Toutiao,Video Ad,36-45 Male,25322.39,1660434,40139,4480,3109539.37,15.25,0.0242,0.1116,0.63,5.65,122.8,15,afternoon
CMP_20240309_008,2024-03-09,Xigua,Video Ad,46-55 User,30109.74,1196328,27500,2525,1291726.65,25.17,0.023,0.0918,1.09,11.92,42.9,9,morning
CMP_20240309_009,2024-03-09,Xigua,In-feed Ad,36-45 Female,4651.77,239117,5119,635,251437.45,19.45,0.0214,0.1241,0.91,7.33,54.05,6,morning
CMP_20240309_010,2024-03-09,Douyin,Brand Ad,55+ User,39724.92,1566554,34104,3704,1609571.95,25.36,0.0218,0.1086,1.16,10.72,40.52,0,late night
CMP_20240309_011,2024-03-09,Douyin,Search Ad,36-45 Female,46607.56,1478424,37501,3846,1500120.56,31.53,0.0254,0.1026,1.24,12.12,32.19,17,afternoon
CMP_20240309_012,2024-03-09,Douyin,Brand Ad,55+ User,10289.9,322695,7390,583,125255.51,31.89,0.0229,0.079,1.39,17.65,12.17,1,late night
CMP_20240309_013,2024-03-09,Xigua,Search Ad,36-45 Male,8253.66,385219,10168,1232,516451.25,21.43,0.0264,0.1213,0.81,6.7,62.57,23,evening
CMP_20240309_014,2024-03-09,Douyin,Search Ad,18-25 Female,16074.46,562359,23412,1849,525733.16,28.58,0.0416,0.079,0.69,8.69,32.71,1,late night
CMP_20240309_015,2024-03-09,Toutiao,In-feed Ad,36-45 Male,28725.32,1152699,35590,3869,1178730.01,24.92,0.0309,0.1087,0.81,7.42,41.03,21,evening
CMP_20240309_016,2024-03-09,Douyin,Search Ad,26-35 Female,48551.01,1646999,52760,4102,741729.36,29.48,0.032,0.0778,0.92,11.84,15.28,14,afternoon
CMP_20240310_001,2024-03-10,Douyin,Splash Ad,36-45 Female,8180.19,316822,9958,1310,515337.24,25.82,0.0314,0.1316,0.82,6.24,63.0,7,morning
CMP_20240310_002,2024-03-10,Douyin,In-feed Ad,46-55 User,45696.96,1790844,40244,4086,1992857.56,25.52,0.0225,0.1015,1.14,11.18,43.61,17,afternoon
CMP_20240310_003,2024-03-10,Douyin,In-feed Ad,26-35 Male,14240.29,702015,25841,4900,1303255.2,20.28,0.0368,0.1897,0.55,2.91,91.52,15,afternoon
CMP_20240310_004,2024-03-10,Xigua,Search Ad,36-45 Male,13191.79,654282,15897,1173,446424.5,20.16,0.0243,0.0738,0.83,11.25,33.84,17,afternoon
CMP_20240310_005,2024-03-10,Xigua,In-feed Ad,36-45 Female,4935.0,180574,3828,310,110339.62,27.33,0.0212,0.0812,1.29,15.92,22.36,22,evening
CMP_20240310_006,2024-03-10,Toutiao,Splash Ad,55+ User,16235.52,636425,10055,816,219248.59,25.51,0.0158,0.0812,1.61,19.9,13.5,15,afternoon
CMP_20240310_007,2024-03-10,Xigua,In-feed Ad,18-25 Female,8958.16,544760,16183,1414,456520.22,16.44,0.0297,0.0874,0.55,6.34,50.96,22,evening
CMP_20240310_008,2024-03-10,Toutiao,Brand Ad,26-35 Female,19171.89,1371174,37364,4218,2063739.74,13.98,0.0272,0.1129,0.51,4.55,107.64,8,morning
CMP_20240310_009,2024-03-10,Xigua,Brand Ad,18-25 Male,17278.63,998631,36106,3265,692927.15,17.3,0.0362,0.0904,0.48,5.29,40.1,21,evening
CMP_20240310_010,2024-03-10,Xigua,Brand Ad,18-25 Male,16533.69,635782,16903,1291,202762.8,26.01,0.0266,0.0764,0.98,12.81,12.26,9,morning
CMP_20240310_011,2024-03-10,Douyin,In-feed Ad,46-55 User,20598.82,1082423,24463,2364,469282.37,19.03,0.0226,0.0967,0.84,8.71,22.78,20,evening
CMP_20240310_012,2024-03-10,Toutiao,Search Ad,18-25 Male,26465.03,1086388,27881,2053,730041.43,24.36,0.0257,0.0736,0.95,12.89,27.59,10,morning
CMP_20240310_013,2024-03-10,Toutiao,In-feed Ad,26-35 Female,4842.24,275079,8670,849,215399.4,17.6,0.0315,0.098,0.56,5.7,44.48,14,afternoon
CMP_20240310_014,2024-03-10,Toutiao,Video Ad,36-45 Female,13991.98,743271,14125,1045,539931.84,18.82,0.019,0.074,0.99,13.39,38.59,6,morning
CMP_20240310_015,2024-03-10,Toutiao,In-feed Ad,18-25 Female,5834.93,298178,13559,1701,564831.53,19.57,0.0455,0.1255,0.43,3.43,96.8,5,late night
CMP_20240310_016,2024-03-10,Douyin,In-feed Ad,26-35 Male,20038.85,790197,22255,3538,1079585.96,25.36,0.0282,0.159,0.9,5.66,53.87,1,late night
CMP_20240311_001,2024-03-11,Douyin,Splash Ad,18-25 Female,10109.95,585032,17305,1557,346263.69,17.28,0.0296,0.09,0.58,6.49,34.25,2,late night
CMP_20240311_002,2024-03-11,Douyin,Search Ad,18-25 Female,48238.5,1698316,46546,3562,805514.61,28.4,0.0274,0.0765,1.04,13.54,16.7,16,afternoon
CMP_20240311_003,2024-03-11,Douyin,In-feed Ad,55+ User,36059.3,1536613,31443,2806,1113986.45,23.47,0.0205,0.0893,1.15,12.85,30.89,14,afternoon
CMP_20240311_004,2024-03-11,Toutiao,Splash Ad,36-45 Female,8697.05,482389,9584,864,293087.13,18.03,0.0199,0.0902,0.91,10.07,33.7,12,afternoon
CMP_20240311_005,2024-03-11,Toutiao,Search Ad,26-35 Female,23475.8,1319110,28826,2856,730237.87,17.8,0.0219,0.0991,0.81,8.22,31.11,12,afternoon
CMP_20240311_006,2024-03-11,Xigua,Splash Ad,46-55 User,19915.21,798096,12554,1137,445688.62,24.95,0.0157,0.0906,1.59,17.52,22.38,4,late night
CMP_20240311_007,2024-03-11,Douyin,Brand Ad,26-35 Male,46572.22,1676291,52012,3518,1366435.12,27.78,0.031,0.0677,0.9,13.24,29.34,5,late night
CMP_20240311_008,2024-03-11,Douyin,In-feed Ad,36-45 Male,19003.66,792030,19999,2390,718408.19,23.99,0.0253,0.1195,0.95,7.95,37.8,7,morning
CMP_20240311_009,2024-03-11,Douyin,Search Ad,36-45 Male,34638.01,1003745,25946,3157,1697730.97,34.51,0.0258,0.1217,1.34,10.97,49.01,18,evening
CMP_20240311_010,2024-03-11,Douyin,Splash Ad,26-35 Male,28466.99,883001,24202,1729,297882.31,32.24,0.0274,0.0715,1.18,16.46,10.46,5,late night
CMP_20240311_011,2024-03-11,Toutiao,In-feed Ad,36-45 Female,10246.05,518418,15279,2044,732139.52,19.76,0.0295,0.1338,0.67,5.01,71.46,16,afternoon
CMP_20240311_012,2024-03-11,Douyin,In-feed Ad,26-35 Female,15331.43,828000,22211,2451,435566.13,18.52,0.0268,0.1104,0.69,6.26,28.41,13,afternoon
CMP_20240311_013,2024-03-11,Toutiao,Search Ad,18-25 Male,31204.55,2471371,69656,3084,919566.92,12.63,0.0282,0.0443,0.45,10.12,29.47,23,evening
CMP_20240311_014,2024-03-11,Toutiao,In-feed Ad,46-55 User,25818.79,2125745,46264,5044,1556656.67,12.15,0.0218,0.109,0.56,5.12,60.29,0,late night
CMP_20240311_015,2024-03-11,Toutiao,Video Ad,46-55 User,14080.27,505687,7455,409,170284.52,27.84,0.0147,0.0549,1.89,34.43,12.09,11,morning
CMP_20240311_016,2024-03-11,Douyin,In-feed Ad,18-25 Female,21346.08,784411,20945,3064,450992.09,27.21,0.0267,0.1463,1.02,6.97,21.13,19,evening
CMP_20240311_017,2024-03-11,Xigua,Brand Ad,36-45 Female,16113.26,675524,14614,1632,603339.83,23.85,0.0216,0.1117,1.1,9.87,37.44,14,afternoon
CMP_20240311_018,2024-03-11,Xigua,Video Ad,26-35 Female,16953.54,1017059,41576,6579,1717168.87,16.67,0.0409,0.1583,0.41,2.58,101.29,2,late night
CMP_20240311_019,2024-03-11,Douyin,Brand Ad,18-25 Female,23465.19,674911,21002,1394,415012.06,34.77,0.0311,0.0664,1.12,16.83,17.69,17,afternoon
CMP_20240311_020,2024-03-11,Xigua,Brand Ad,26-35 Female,15870.41,585460,15409,1301,540342.0,27.11,0.0263,0.0845,1.03,12.2,34.05,1,late night
CMP_20240312_001,2024-03-12,Douyin,Video Ad,36-45 Male,37384.88,1369930,46254,4212,1297099.08,27.29,0.0338,0.0911,0.81,8.88,34.7,14,afternoon
CMP_20240312_002,2024-03-12,Douyin,Brand Ad,46-55 User,13467.86,888024,18462,1416,618703.35,15.17,0.0208,0.0767,0.73,9.51,45.94,7,morning
CMP_20240312_003,2024-03-12,Xigua,Video Ad,55+ User,28294.79,2050092,53491,4805,2185668.85,13.8,0.0261,0.0898,0.53,5.89,77.25,17,afternoon
CMP_20240312_004,2024-03-12,Toutiao,Video Ad,18-25 Male,15676.15,1145146,24057,1407,458484.5,13.69,0.021,0.0585,0.65,11.14,29.25,23,evening
CMP_20240312_005,2024-03-12,Douyin,Brand Ad,18-25 Male,34786.3,1429183,48226,2755,699114.41,24.34,0.0337,0.0571,0.72,12.63,20.1,8,morning
CMP_20240312_006,2024-03-12,Toutiao,Brand Ad,18-25 Male,11355.5,547174,15522,906,229767.19,20.75,0.0284,0.0584,0.73,12.53,20.23,9,morning
CMP_20240312_007,2024-03-12,Douyin,Splash Ad,36-45 Female,24426.39,1218874,26797,2160,716145.2,20.04,0.022,0.0806,0.91,11.31,29.32,0,late night
CMP_20240312_008,2024-03-12,Douyin,In-feed Ad,36-45 Male,39425.1,1156527,29659,5653,2002135.35,34.09,0.0256,0.1906,1.33,6.97,50.78,19,evening
CMP_20240312_009,2024-03-12,Xigua,In-feed Ad,36-45 Male,31926.9,1877265,38272,3589,1443758.07,17.01,0.0204,0.0938,0.83,8.9,45.22,16,afternoon
CMP_20240312_010,2024-03-12,Douyin,In-feed Ad,26-35 Female,44546.04,1555516,45653,8685,1801343.88,28.64,0.0293,0.1902,0.98,5.13,40.44,8,morning
CMP_20240312_011,2024-03-12,Xigua,Search Ad,26-35 Female,22603.84,1558866,40173,3136,1321010.24,14.5,0.0258,0.0781,0.56,7.21,58.44,0,late night
CMP_20240312_012,2024-03-12,Xigua,Splash Ad,18-25 Female,34959.65,2659060,60251,3647,1413788.4,13.15,0.0227,0.0605,0.58,9.59,40.44,11,morning
CMP_20240312_013,2024-03-12,Xigua,Video Ad,26-35 Female,16164.37,877927,28276,2707,1274444.41,18.41,0.0322,0.0957,0.57,5.97,78.84,17,afternoon
CMP_20240312_014,2024-03-12,Douyin,Search Ad,18-25 Male,36543.63,1083938,34673,2144,496146.26,33.71,0.032,0.0619,1.05,17.04,13.58,0,late night
CMP_20240312_015,2024-03-12,Xigua,Splash Ad,36-45 Female,24023.41,864912,14738,1838,753532.5,27.78,0.017,0.1247,1.63,13.07,31.37,15,afternoon
CMP_20240312_016,2024-03-12,Xigua,Video Ad,55+ User,34359.85,2037659,41357,3537,1256121.62,16.86,0.0203,0.0855,0.83,9.71,36.56,15,afternoon
CMP_20240312_017,2024-03-12,Douyin,Splash Ad,26-35 Female,27853.79,796593,24795,2180,935262.79,34.97,0.0311,0.0879,1.12,12.78,33.58,21,evening
CMP_20240312_018,2024-03-12,Douyin,Splash Ad,55+ User,30189.13,1361957,19885,1810,873928.16,22.17,0.0146,0.091,1.52,16.68,28.95,4,late night
CMP_20240312_019,2024-03-12,Xigua,Brand Ad,36-45 Female,17394.6,808433,15790,1432,708833.97,21.52,0.0195,0.0907,1.1,12.15,40.75,17,afternoon
CMP_20240312_020,2024-03-12,Douyin,Brand Ad,36-45 Female,20725.14,1076493,24153,2251,536800.82,19.25,0.0224,0.0932,0.86,9.21,25.9,21,evening
CMP_20240312_021,2024-03-12,Toutiao,Splash Ad,26-35 Female,19939.9,1607356,38174,3094,1563506.84,12.41,0.0238,0.0811,0.52,6.44,78.41,1,late night
CMP_20240312_022,2024-03-12,Xigua,Video Ad,36-45 Female,14413.33,1018767,25560,4916,2300791.18,14.15,0.0251,0.1924,0.56,2.93,159.63,14,afternoon
CMP_20240312_023,2024-03-12,Xigua,Brand Ad,36-45 Female,4512.72,301070,6647,622,371956.23,14.99,0.0221,0.0937,0.68,7.26,82.42,5,late night
CMP_20240312_024,2024-03-12,Douyin,Brand Ad,18-25 Female,19460.85,559359,15207,1194,328130.5,34.79,0.0272,0.0785,1.28,16.3,16.86,20,evening
CMP_20240312_025,2024-03-12,Toutiao,Search Ad,46-55 User,26432.22,1006961,13204,839,450584.76,26.25,0.0131,0.0636,2.0,31.5,17.05,12,afternoon
CMP_20240313_001,2024-03-13,Xigua,Search Ad,46-55 User,11308.35,653893,11901,803,314326.13,17.29,0.0182,0.0675,0.95,14.08,27.8,3,late night
CMP_20240313_002,2024-03-13,Douyin,Search Ad,36-45 Male,29168.58,911857,16819,2074,872907.38,31.99,0.0184,0.1234,1.73,14.06,29.93,5,late night
CMP_20240313_003,2024-03-13,Toutiao,Splash Ad,36-45 Male,32573.73,1927200,34273,1982,1064530.99,16.9,0.0178,0.0578,0.95,16.43,32.68,20,evening
CMP_20240313_004,2024-03-13,Xigua,Search Ad,26-35 Female,23006.78,1122498,30610,3086,1443207.27,20.5,0.0273,0.1008,0.75,7.46,62.73,1,late night
CMP_20240313_005,2024-03-13,Toutiao,Search Ad,46-55 User,28092.76,1062706,14197,1077,491968.6,26.44,0.0134,0.0759,1.98,26.08,17.51,14,afternoon
CMP_20240313_006,2024-03-13,Toutiao,In-feed Ad,26-35 Male,33022.08,2400631,62752,7625,2308564.01,13.76,0.0261,0.1215,0.53,4.33,69.91,23,evening
CMP_20240313_007,2024-03-13,Xigua,Splash Ad,36-45 Male,8970.68,671083,12656,1429,721687.55,13.37,0.0189,0.113,0.71,6.28,80.45,4,late night
CMP_20240313_008,2024-03-13,Toutiao,Brand Ad,55+ User,27678.44,1758583,24518,1489,415628.35,15.74,0.0139,0.0607,1.13,18.59,15.02,17,afternoon
CMP_20240313_009,2024-03-13,Douyin,Video Ad,18-25 Male,17481.91,713027,29596,1988,559343.43,24.52,0.0415,0.0672,0.59,8.79,32.0,16,afternoon
CMP_20240313_010,2024-03-13,Douyin,In-feed Ad,26-35 Female,43980.51,1340524,35146,3776,854558.81,32.81,0.0262,0.1075,1.25,11.65,19.43,9,morning
CMP_20240313_011,2024-03-13,Douyin,Search Ad,55+ User,8676.68,489998,7393,637,273553.67,17.71,0.0151,0.0863,1.17,13.62,31.53,19,evening
CMP_20240313_012,2024-03-13,Xigua,Video Ad,18-25 Female,6993.87,553322,22122,2506,386345.88,12.64,0.04,0.1133,0.32,2.79,55.24,9,morning
CMP_20240313_013,2024-03-13,Xigua,Search Ad,26-35 Female,20675.61,879789,19809,2090,900866.13,23.5,0.0225,0.1056,1.04,9.89,43.57,8,morning
CMP_20240313_014,2024-03-13,Douyin,Splash Ad,18-25 Female,35525.78,1173244,44229,3120,588698.09,30.28,0.0377,0.0705,0.8,11.39,16.57,17,afternoon
CMP_20240313_015,2024-03-13,Douyin,Splash Ad,55+ User,8128.47,509504,7351,743,345471.63,15.95,0.0144,0.1012,1.11,10.94,42.5,12,afternoon
CMP_20240313_016,2024-03-13,Xigua,Splash Ad,46-55 User,28606.77,1759371,28213,2330,986965.31,16.26,0.016,0.0826,1.01,12.28,34.5,19,evening
CMP_20240314_001,2024-03-14,Douyin,Brand Ad,18-25 Male,12168.84,493120,13127,1003,226832.33,24.68,0.0266,0.0764,0.93,12.13,18.64,3,late night
CMP_20240314_002,2024-03-14,Toutiao,Splash Ad,26-35 Female,29684.59,2059919,54877,3545,963121.41,14.41,0.0266,0.0646,0.54,8.37,32.45,14,afternoon
CMP_20240314_003,2024-03-14,Xigua,Search Ad,36-45 Female,20159.4,753837,16547,1346,628247.73,26.74,0.022,0.0814,1.22,14.98,31.16,18,evening
CMP_20240314_004,2024-03-14,Toutiao,Video Ad,18-25 Female,22053.05,881285,24181,1633,341904.91,25.02,0.0274,0.0675,0.91,13.5,15.5,18,evening
CMP_20240314_005,2024-03-14,Xigua,In-feed Ad,55+ User,12025.55,499558,8375,492,230376.11,24.07,0.0168,0.0588,1.44,24.44,19.16,7,morning
CMP_20240314_006,2024-03-14,Xigua,Brand Ad,26-35 Female,14176.44,975544,21492,2196,733807.18,14.53,0.022,0.1022,0.66,6.46,51.76,16,afternoon
CMP_20240314_007,2024-03-14,Xigua,Brand Ad,36-45 Male,27056.79,1156761,18858,1831,521865.4,23.39,0.0163,0.0971,1.43,14.78,19.29,15,afternoon
CMP_20240314_008,2024-03-14,Douyin,In-feed Ad,46-55 User,46678.5,1494713,29594,3699,948705.9,31.23,0.0198,0.125,1.58,12.62,20.32,2,late night
CMP_20240314_009,2024-03-14,Xigua,Splash Ad,18-25 Male,12017.85,616648,14541,1033,372339.79,19.49,0.0236,0.0711,0.83,11.63,30.98,23,evening
CMP_20240314_010,2024-03-14,Xigua,Search Ad,18-25 Male,9783.48,371778,8827,449,128481.68,26.32,0.0237,0.0509,1.11,21.79,13.13,0,late night
CMP_20240314_011,2024-03-14,Xigua,In-feed Ad,46-55 User,29711.82,1196554,20098,1772,794067.53,24.83,0.0168,0.0882,1.48,16.77,26.73,7,morning
CMP_20240314_012,2024-03-14,Toutiao,In-feed Ad,36-45 Male,30017.22,1789046,45857,5502,2216253.63,16.78,0.0256,0.12,0.65,5.46,73.83,19,evening
CMP_20240314_013,2024-03-14,Douyin,In-feed Ad,46-55 User,21162.38,720935,13178,1276,371265.6,29.35,0.0183,0.0969,1.61,16.58,17.54,17,afternoon
CMP_20240314_014,2024-03-14,Toutiao,Splash Ad,36-45 Male,25722.26,1681037,25962,1629,740167.6,15.3,0.0154,0.0628,0.99,15.79,28.78,20,evening
CMP_20240314_015,2024-03-14,Douyin,In-feed Ad,46-55 User,36110.74,1249472,21254,2842,1047021.26,28.9,0.017,0.1338,1.7,12.71,28.99,5,late night
CMP_20240314_016,2024-03-14,Douyin,Search Ad,46-55 User,23614.01,693542,13708,1084,408925.93,34.05,0.0198,0.0791,1.72,21.78,17.32,0,late night
CMP_20240314_017,2024-03-14,Douyin,Search Ad,36-45 Female,7377.11,235376,6283,571,170768.01,31.34,0.0267,0.091,1.17,12.92,23.15,5,late night
CMP_20240314_018,2024-03-14,Douyin,Search Ad,18-25 Female,9526.35,415415,13123,1324,226068.15,22.93,0.0316,0.1009,0.73,7.2,23.73,19,evening
CMP_20240314_019,2024-03-14,Douyin,Brand Ad,18-25 Female,11608.17,446114,12055,999,287700.83,26.02,0.027,0.0829,0.96,11.62,24.78,21,evening
CMP_20240314_020,2024-03-14,Toutiao,Video Ad,36-45 Female,25216.86,1853306,41287,2705,1342284.73,13.61,0.0223,0.0655,0.61,9.32,53.23,19,evening
CMP_20240315_001,2024-03-15,Xigua,Splash Ad,26-35 Male,9962.64,610023,16852,1515,469338.51,16.33,0.0276,0.09,0.59,6.58,47.11,15,afternoon
CMP_20240315_002,2024-03-15,Douyin,Search Ad,18-25 Male,11923.25,485280,14777,1058,306865.18,24.57,0.0305,0.0717,0.81,11.27,25.74,16,afternoon
CMP_20240315_003,2024-03-15,Xigua,Brand Ad,46-55 User,14511.38,689373,9730,562,257299.01,21.05,0.0141,0.0578,1.49,25.82,17.73,23,evening
CMP_20240315_004,2024-03-15,Douyin,Search Ad,18-25 Female,23031.47,905736,31714,2229,353044.26,25.43,0.035,0.0703,0.73,10.33,15.33,22,evening
CMP_20240315_005,2024-03-15,Xigua,Brand Ad,18-25 Male,21261.54,1442374,45169,3098,883045.24,14.74,0.0313,0.0686,0.47,6.86,41.53,16,afternoon
CMP_20240315_006,2024-03-15,Xigua,Splash Ad,18-25 Female,13178.93,658115,20918,1794,577339.45,20.03,0.0318,0.0858,0.63,7.35,43.81,9,morning
CMP_20240315_007,2024-03-15,Douyin,Splash Ad,55+ User,11337.52,667001,11960,905,356122.78,17.0,0.0179,0.0758,0.95,12.53,31.41,17,afternoon
CMP_20240315_008,2024-03-15,Toutiao,In-feed Ad,26-35 Female,17623.35,1016671,30755,3124,1463299.64,17.33,0.0303,0.1016,0.57,5.64,83.03,8,morning
CMP_20240315_009,2024-03-15,Xigua,Search Ad,18-25 Male,21807.45,871951,25655,2137,615516.87,25.01,0.0294,0.0833,0.85,10.2,28.23,9,morning
CMP_20240315_010,2024-03-15,Toutiao,In-feed Ad,36-45 Female,12025.5,473043,11895,1636,1063575.48,25.42,0.0251,0.1376,1.01,7.35,88.44,12,afternoon
CMP_20240315_011,2024-03-15,Toutiao,Search Ad,36-45 Female,36970.12,2314071,45717,3771,923113.35,15.98,0.0198,0.0825,0.81,9.8,24.97,19,evening
CMP_20240315_012,2024-03-15,Douyin,In-feed Ad,36-45 Female,41786.64,1627559,35966,6378,2763152.04,25.67,0.0221,0.1774,1.16,6.55,66.13,21,evening
CMP_20240315_013,2024-03-15,Toutiao,Search Ad,36-45 Female,13457.15,590880,9016,912,318901.57,22.77,0.0153,0.1012,1.49,14.76,23.7,20,evening
CMP_20240315_014,2024-03-15,Toutiao,Video Ad,36-45 Male,35725.44,2672879,47041,4623,2216287.61,13.37,0.0176,0.0983,0.76,7.73,62.04,6,morning
CMP_20240315_015,2024-03-15,Toutiao,In-feed Ad,18-25 Female,24079.62,1172335,40573,5071,816272.3,20.54,0.0346,0.125,0.59,4.75,33.9,19,evening
CMP_20240315_016,2024-03-15,Toutiao,Splash Ad,46-55 User,24807.09,1176573,19575,1565,838129.85,21.08,0.0166,0.08,1.27,15.85,33.79,13,afternoon
CMP_20240315_017,2024-03-15,Douyin,Search Ad,55+ User,36887.92,2270167,32341,2072,773187.13,16.25,0.0142,0.0641,1.14,17.8,20.96,19,evening
CMP_20240316_001,2024-03-16,Toutiao,Brand Ad,55+ User,34472.87,2606298,39536,3504,952518.27,13.23,0.0152,0.0887,0.87,9.84,27.63,2,late night
CMP_20240316_002,2024-03-16,Toutiao,Brand Ad,36-45 Female,5772.93,419409,8691,1060,603372.58,13.76,0.0207,0.122,0.66,5.45,104.52,12,afternoon
CMP_20240316_003,2024-03-16,Toutiao,In-feed Ad,46-55 User,25788.48,1046835,26540,2383,833329.46,24.63,0.0254,0.0898,0.97,10.82,32.31,2,late night
CMP_20240316_004,2024-03-16,Xigua,In-feed Ad,18-25 Female,34835.67,1465966,41420,4012,850194.75,23.76,0.0283,0.0969,0.84,8.68,24.41,8,morning
CMP_20240316_005,2024-03-16,Douyin,Brand Ad,46-55 User,29302.96,1258418,30159,2784,1336201.49,23.29,0.024,0.0923,0.97,10.53,45.6,13,afternoon
CMP_20240316_006,2024-03-16,Toutiao,Brand Ad,36-45 Female,19005.25,1181488,29628,2195,1097332.78,16.09,0.0251,0.0741,0.64,8.66,57.74,5,late night
CMP_20240316_007,2024-03-16,Xigua,In-feed Ad,18-25 Male,5313.22,233208,7185,515,154220.44,22.78,0.0308,0.0718,0.74,10.32,29.03,22,evening
CMP_20240316_008,2024-03-16,Xigua,Video Ad,18-25 Male,33560.74,1319523,56545,6692,1234361.62,25.43,0.0429,0.1184,0.59,5.02,36.78,9,morning
CMP_20240316_009,2024-03-16,Toutiao,Search Ad,18-25 Female,37154.18,1765871,47680,2598,673660.53,21.04,0.027,0.0545,0.78,14.3,18.13,6,morning
CMP_20240316_010,2024-03-16,Xigua,Video Ad,36-45 Male,12547.62,507081,15371,1898,1062722.54,24.74,0.0303,0.1235,0.82,6.61,84.7,17,afternoon
CMP_20240316_011,2024-03-16,Xigua,Brand Ad,46-55 User,32355.57,1419660,24174,2427,672508.19,22.79,0.017,0.1004,1.34,13.33,20.78,3,late night
CMP_20240316_012,2024-03-16,Douyin,Splash Ad,18-25 Female,34410.23,1082511,46186,3412,523535.06,31.79,0.0427,0.0739,0.75,10.09,15.21,14,afternoon
CMP_20240316_013,2024-03-16,Toutiao,Search Ad,26-35 Male,16254.94,1196596,33399,2905,857571.13,13.58,0.0279,0.087,0.49,5.6,52.76,19,evening
CMP_20240316_014,2024-03-16,Douyin,Brand Ad,26-35 Female,41440.92,2359913,86362,7822,3089086.4,17.56,0.0366,0.0906,0.48,5.3,74.54,12,afternoon
CMP_20240316_015,2024-03-16,Toutiao,Splash Ad,26-35 Female,10432.22,427757,12329,1183,445083.99,24.39,0.0288,0.096,0.85,8.82,42.66,6,morning
CMP_20240316_016,2024-03-16,Douyin,Search Ad,18-25 Male,15035.57,589338,17007,1295,307435.21,25.51,0.0289,0.0762,0.88,11.61,20.45,8,morning
CMP_20240316_017,2024-03-16,Toutiao,Video Ad,18-25 Female,38475.64,2515359,77409,3905,694167.12,15.3,0.0308,0.0505,0.5,9.85,18.04,16,afternoon
CMP_20240316_018,2024-03-16,Toutiao,Video Ad,18-25 Female,35071.11,1915623,64949,5455,1386088.76,18.31,0.0339,0.084,0.54,6.43,39.52,1,late night
CMP_20240316_019,2024-03-16,Toutiao,Search Ad,46-55 User,29280.1,1281596,19423,1645,530322.22,22.85,0.0152,0.0847,1.51,17.8,18.11,12,afternoon
CMP_20240316_020,2024-03-16,Douyin,Brand Ad,46-55 User,29263.97,1160794,20177,1639,678963.77,25.21,0.0174,0.0813,1.45,17.85,23.2,2,late night
CMP_20240316_021,2024-03-16,Douyin,In-feed Ad,46-55 User,8731.29,512295,10187,1369,364989.38,17.04,0.0199,0.1344,0.86,6.38,41.8,15,afternoon
CMP_20240317_001,2024-03-17,Xigua,Brand Ad,18-25 Female,20871.79,839286,27150,2710,431981.85,24.87,0.0323,0.0998,0.77,7.7,20.7,17,afternoon
CMP_20240317_002,2024-03-17,Toutiao,Brand Ad,36-45 Male,17331.34,680539,12505,1274,696167.81,25.47,0.0184,0.1019,1.39,13.6,40.17,12,afternoon
CMP_20240317_003,2024-03-17,Douyin,Video Ad,36-45 Female,9194.63,577602,18556,1790,687208.79,15.92,0.0321,0.0965,0.5,5.14,74.74,21,evening
CMP_20240317_004,2024-03-17,Douyin,Brand Ad,26-35 Female,47970.86,1403555,52899,5309,995619.09,34.18,0.0377,0.1004,0.91,9.04,20.75,5,late night
CMP_20240317_005,2024-03-17,Douyin,In-feed Ad,55+ User,49819.6,1979863,37377,4003,727627.97,25.16,0.0189,0.1071,1.33,12.45,14.61,5,late night
CMP_20240317_006,2024-03-17,Xigua,In-feed Ad,46-55 User,19641.89,736658,13714,1362,385194.09,26.66,0.0186,0.0993,1.43,14.42,19.61,8,morning
CMP_20240317_007,2024-03-17,Douyin,Video Ad,18-25 Female,6449.69,265958,12481,1173,328305.96,24.25,0.0469,0.094,0.52,5.5,50.9,20,evening
CMP_20240317_008,2024-03-17,Toutiao,Splash Ad,18-25 Female,36196.55,1903058,49284,3244,992466.16,19.02,0.0259,0.0658,0.73,11.16,27.42,22,evening
